form,team,short_name,overallStrength,defenceStrength,attackStrength,strength,assists,bonus,bps,clean_sheets,expected_goals_conceded,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,starts,team_a_score,team_h_score,total_points,value,was_home,yellow_cards,player_ID,position,oppStrength,next5Strength,expectedAssistHistory,expectedGIsHistory,expectedGoalsHistory,expectedGsConcededHistory,BPShistory,ictHistory,valueForMoney
0.0,8,CRY,1100,1085,1120,3,0,0,6,0,3.31,5,0,0.9,90,1,1,0,0,0,21,2,1,0,5,-2,44,False,0,385,GK,5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.4545454545454545
0.0,1,ARS,1350,1330,1370,5,0,0,0,0,0.0,0,0,0.0,0,8,0,0,0,0,21,0,0,0,5,0,46,True,0,17,GK,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1,ARS,1350,1330,1370,5,0,0,0,0,0.0,0,0,0.0,0,8,0,0,0,0,21,0,0,0,5,0,40,True,0,18,GK,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2,AVL,1285,1350,1220,4,0,0,0,0,0.0,0,0,0.0,0,9,0,0,0,0,21,0,0,0,0,0,39,False,0,53,GK,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2,AVL,1285,1350,1220,4,0,0,0,0,0.0,0,0,0.0,0,9,0,0,0,0,21,0,0,0,0,0,40,False,0,57,GK,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,BOU,1100,1145,1055,3,0,0,0,0,0.0,0,0,0.0,0,11,0,0,0,0,21,0,0,4,0,0,40,True,0,80,GK,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,BOU,1100,1145,1055,3,0,0,0,0,0.0,0,0,0.0,0,11,0,0,0,0,21,0,0,4,0,0,40,True,0,88,GK,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,BRE,1100,1090,1110,3,0,0,0,0,0.0,0,0,0.0,0,16,0,0,0,0,21,0,0,2,3,0,39,True,0,91,GK,3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,BRE,1100,1090,1110,3,0,0,0,0,0.0,0,0,0.0,0,16,0,0,0,0,21,0,0,2,3,0,40,True,0,97,GK,3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,BRE,1100,1090,1110,3,0,0,0,0,0.0,0,0,0.0,0,16,0,0,0,0,21,0,0,2,3,0,39,True,0,116,GK,3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
